RecordTime,Battery(V),Rate,Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13
41065.375,10.4,Normal,46.34,47.94,47.44,48.04,46.14,,30.46,,47.34,50.54,49.14,51.54,51.74,74.55
41065.41667,10.6,Normal,46.54,49.14,48.14,50.34,47.94,,31.15,,49.04,51.34,50.04,52.04,52.34,76.99
41065.45833,10.6,Normal,47.04,49.04,47.74,49.44,48.84,,32.14,,49.34,52.04,50.14,52.74,53.54,
41065.5,10.6,Normal,47.64,48.74,48.14,51.04,49.14,,31.94,,49.44,52.14,50.14,53.34,53.84,
41065.54167,10.5,Normal,48.84,49.84,49.04,51.64,50.14,,33.23,,50.14,53.34,51.24,53.84,54.25,
41065.58333,10.6,Normal,49.14,50.04,49.74,51.24,49.44,,33.13,,49.64,53.14,51.34,53.64,54.25,
41065.625,10.5,Normal,48.64,49.54,49.64,50.34,49.24,,33.03,,49.94,52.74,51.54,53.84,54.25,
41065.66667,10.6,Normal,48.74,49.14,49.54,51.24,49.84,,34.61,,50.64,53.74,51.74,54.15,54.75,
41065.70833,10.6,Normal,47.84,49.04,49.04,51.54,49.84,,34.52,,50.84,53.54,51.84,54.45,55.05,
41065.75,10.6,Normal,48.44,49.74,49.74,51.04,47.14,,34.42,,49.44,53.04,51.54,54.35,55.45,
41065.79167,10.5,Normal,46.84,48.74,48.34,50.54,48.24,,34.52,,49.64,53.24,51.24,54.25,55.15,
41065.83333,10.5,Normal,47.54,48.94,48.84,50.34,48.24,,34.91,,50.14,53.44,51.74,54.45,55.05,
41065.875,10.5,Normal,47.64,48.74,48.74,50.34,48.24,,34.91,,50.24,53.64,51.94,54.55,55.65,
41065.91667,10.5,Normal,47.14,48.54,48.64,51.54,47.94,,35.01,,50.34,53.74,52.04,54.75,55.45,
41065.95833,10.4,Normal,47.74,48.74,48.84,51.84,48.64,,35.01,,50.94,54.15,52.34,54.95,56.05,
41066,10.4,Normal,47.84,48.74,48.84,51.44,48.24,,35.31,,50.94,54.15,52.34,55.05,56.15,
41066.04167,10.4,Normal,47.94,48.94,48.94,50.94,48.54,,35.31,,51.04,54.35,52.54,55.25,56.45,
41066.08333,10.4,Normal,48.14,49.34,49.34,52.34,48.54,,35.51,,51.34,54.55,52.64,55.35,55.55,
41066.125,10.4,Normal,48.44,49.64,49.44,51.94,48.34,,35.51,,51.24,54.75,52.84,55.45,55.95,
41066.16667,10.3,Normal,48.04,49.44,49.44,52.84,48.34,,35.01,,51.44,54.85,53.04,55.65,56.45,
41066.20833,10.4,Normal,48.34,49.44,49.44,53.04,48.64,,35.51,,51.64,54.95,53.14,55.75,56.86,
41066.25,10.4,Normal,48.34,49.64,49.64,51.34,49.14,,35.41,,51.84,55.15,53.34,55.85,56.25,
41066.29167,10.5,Normal,48.24,51.24,49.54,51.44,49.64,,35.7,,52.04,55.25,53.34,55.85,55.85,
41066.33333,10.4,Normal,47.74,50.74,49.04,52.04,49.84,,35.7,,52.04,54.85,52.44,55.75,55.85,
41066.375,10.5,Normal,47.34,50.04,48.64,52.54,50.54,,35.41,,51.74,54.85,52.44,55.65,56.56,
41066.41667,10.5,Normal,48.64,51.24,49.64,53.04,51.54,,35.51,,52.34,55.35,52.84,55.85,56.45,
41066.45833,10.6,Normal,50.64,52.74,51.14,52.74,52.74,,36.1,,53.34,56.05,53.54,56.15,56.86,
41066.5,10.5,Normal,51.84,53.94,52.54,54.85,53.94,,36.4,,54.15,56.66,54.95,56.76,57.66,
41066.54167,10.6,Normal,52.04,54.15,52.74,55.95,54.85,,36.89,,54.85,57.26,55.55,57.26,58.26,
41066.58333,10.6,Normal,52.14,54.35,52.94,55.95,55.05,,37.29,,55.35,57.66,55.85,57.66,58.36,
41066.66667,10.6,Normal,53.44,53.74,53.64,56.76,54.95,,38.08,,55.65,58.16,56.15,58.36,58.97,
41066.70833,10.7,Normal,52.24,52.64,52.54,53.74,53.84,,38.48,,55.35,58.36,56.25,58.47,58.77,
41066.75,10.7,Normal,51.54,52.64,52.84,56.35,53.84,,38.88,,55.75,58.06,56.35,58.67,59.47,
41066.79167,10.7,Normal,52.24,52.84,52.94,55.95,53.44,,39.08,,55.55,58.06,56.25,58.67,59.67,
41066.83333,10.6,Normal,52.14,53.14,53.04,55.65,52.94,,38.98,,55.45,58.16,56.35,58.67,60.08,
41066.875,10.6,Normal,52.94,53.24,52.94,54.55,52.74,,39.37,,55.25,58.26,56.25,58.97,60.08,
41066.91667,10.5,Normal,52.64,53.04,52.84,54.65,52.54,,39.67,,55.15,57.96,56.25,58.87,59.37,
41066.95833,10.5,Normal,51.74,53.24,52.54,55.75,52.34,,39.87,,55.05,57.96,56.15,58.67,59.87,
41067,10.5,Normal,50.94,52.54,52.14,55.25,52.24,,39.87,,54.85,57.96,55.95,58.67,59.07,
41067.04167,10.5,Normal,51.24,52.74,52.44,53.94,52.04,,39.67,,54.85,57.96,55.95,58.47,58.57,
41067.08333,10.5,Normal,51.04,52.84,52.34,54.85,52.04,,39.37,,54.85,57.56,55.75,58.47,59.57,
41067.125,10.4,Normal,51.24,52.94,52.34,56.05,52.04,,39.27,,54.85,57.96,55.95,58.57,59.27,
41067.16667,10.5,Normal,51.34,52.64,52.24,55.45,52.24,,39.17,,55.05,57.86,56.05,58.57,59.17,
41067.20833,10.3,Normal,52.14,52.94,52.54,55.15,52.34,,39.27,,55.05,57.86,56.05,58.87,59.27,
41067.25,10.5,Normal,52.04,52.84,52.44,56.76,52.64,,39.37,,55.35,57.96,56.05,58.97,60.08,
41067.29167,10.4,Normal,52.64,53.44,52.64,56.35,52.84,,39.67,,55.55,58.16,56.05,59.07,60.28,
41067.33333,10.5,Normal,53.24,54.75,53.24,56.05,53.64,,39.87,,55.75,58.57,56.56,59.17,59.77,
41067.375,10.5,Normal,52.74,55.75,53.84,57.06,54.55,,40.07,,56.45,58.97,56.96,59.27,60.38,
41067.41667,10.6,Normal,55.15,56.25,55.05,56.56,55.65,,40.47,,57.06,59.47,57.66,59.67,60.48,
41067.45833,10.6,Normal,55.15,57.16,55.85,57.06,55.25,,40.76,,56.86,59.37,57.76,59.57,60.68,
41067.5,10.7,Normal,55.35,56.56,56.05,57.36,54.35,,41.36,,55.55,57.36,57.16,59.37,59.77,
41067.54167,10.6,Normal,54.05,55.85,54.65,56.15,53.74,,41.06,,55.15,57.26,56.56,58.97,59.67,
41067.58333,10.6,Normal,53.84,55.25,54.85,57.06,52.84,,40.66,,54.05,56.25,54.45,58.26,58.26,
41067.625,10.6,Normal,55.55,54.65,54.35,56.86,53.64,,40.57,,54.05,57.16,54.65,57.96,58.06,
41067.66667,10.6,Normal,53.44,53.74,53.94,56.56,53.04,,40.17,,53.84,56.15,53.54,57.06,56.45,
41067.70833,10.6,Normal,52.84,53.54,52.94,56.35,50.44,,39.67,,52.04,52.94,53.84,56.96,56.25,
41067.75,10.6,Normal,51.34,52.34,52.14,54.65,50.34,,38.78,,51.64,54.65,52.04,55.85,56.66,
41067.79167,10.5,Normal,50.14,50.94,50.64,53.44,50.84,,37.88,,51.94,54.35,50.84,54.85,54.35,
41067.83333,10.6,Normal,49.54,50.44,50.04,53.24,50.24,,37.09,,51.54,53.84,50.14,54.45,53.94,
41067.875,10.5,Normal,47.44,48.74,48.14,51.94,50.44,,36.4,,51.04,53.04,49.24,53.74,54.15,
41067.91667,10.6,Normal,48.04,48.34,47.74,51.64,50.04,,35.7,,50.54,52.94,48.94,53.34,54.15,
41067.95833,10.5,Normal,47.94,48.24,48.04,52.04,49.74,,35.31,,50.04,52.14,48.44,53.44,54.55,
41068,10.5,Normal,47.24,48.84,48.34,50.94,47.24,,35.11,,49.44,52.34,50.64,53.94,54.25,
41068.04167,10.5,Normal,47.64,48.74,48.84,51.84,48.54,,35.21,,50.14,53.04,51.44,54.45,55.15,
41068.08333,10.4,Normal,47.84,49.34,49.24,52.44,47.84,,35.51,,49.94,52.14,51.34,54.55,55.35,
41068.125,10.5,Normal,48.34,49.54,49.44,51.94,47.94,,35.51,,49.94,53.04,51.64,54.75,55.35,
41068.16667,10.4,Normal,48.14,49.44,49.44,52.44,47.94,,35.6,,50.34,53.04,51.64,54.85,55.45,
41068.20833,10.5,Normal,48.14,49.54,49.54,52.74,48.44,,35.51,,50.74,53.74,52.14,54.95,55.35,
41068.25,10.4,Normal,48.24,49.64,49.54,52.74,48.64,,35.6,,50.94,54.35,52.54,55.25,55.85,
41068.29167,10.5,Normal,49.84,50.34,50.14,53.64,49.54,,35.8,,51.24,54.55,52.94,55.45,56.15,
41068.33333,10.5,Normal,50.24,50.64,50.44,53.94,49.84,,36.1,,51.74,54.95,53.24,56.05,56.76,
41068.375,10.6,Normal,51.84,51.74,51.54,54.75,50.34,,36.5,,50.84,53.34,51.94,55.65,55.95,
41068.41667,10.6,Normal,51.24,53.14,52.34,53.94,51.04,,36.89,,51.64,54.95,53.44,55.75,55.85,
41068.45833,10.6,Normal,52.14,53.34,52.64,54.45,50.74,,37.19,,51.14,54.75,52.14,55.25,55.85,
41068.5,10.6,Normal,51.44,52.94,52.24,53.54,50.84,,37.09,,51.24,53.84,51.54,55.15,54.65,
41068.54167,10.7,Normal,52.44,53.34,53.24,55.25,50.74,,37.29,,51.24,52.14,52.14,54.95,56.15,
41068.58333,10.6,Normal,51.44,52.14,51.64,53.44,51.04,,37.09,,51.24,53.94,51.34,54.55,55.55,
41068.625,10.6,Normal,51.34,51.54,51.34,53.44,50.54,,36.99,,51.14,53.94,51.64,54.05,54.45,
41068.66667,10.6,Normal,50.14,50.64,50.54,53.14,50.34,,36.69,,50.84,53.74,50.54,53.74,52.94,
41068.70833,10.7,Normal,49.04,50.54,50.84,52.44,49.24,,36.3,,50.04,52.54,50.24,53.44,52.04,
41068.75,10.6,Normal,48.24,50.54,49.94,52.94,47.94,,35.8,,49.04,49.34,49.84,53.44,53.44,
41068.79167,10.6,Normal,48.24,50.14,49.44,49.34,47.04,,35.31,,48.34,51.04,50.24,53.44,53.64,
41068.83333,10.6,Normal,47.84,48.54,48.74,51.04,47.24,,35.01,,47.74,49.84,49.24,53.04,54.05,
41068.875,10.5,Normal,48.34,48.64,48.34,50.94,46.94,,34.61,,47.14,49.84,48.74,53.04,53.94,
41068.91667,10.5,Normal,47.54,48.44,48.84,51.44,46.74,,34.22,,46.74,49.14,48.34,52.94,54.05,
41068.95833,10.5,Normal,46.94,48.04,48.34,50.24,47.24,,34.42,,48.54,51.84,50.04,53.44,53.74,
41069,10.5,Normal,47.04,47.94,48.24,50.64,47.34,,34.12,,49.04,51.84,50.64,53.44,53.74,
41069.04167,10.4,Normal,47.04,48.14,48.34,50.74,47.14,,34.12,,49.64,52.54,50.84,53.84,54.45,
41069.08333,10.5,Normal,47.34,47.94,47.74,50.54,48.04,,34.32,,48.64,50.14,48.74,53.54,53.44,
41069.125,10.4,Normal,47.14,48.74,48.14,50.84,46.24,,34.12,,47.24,49.84,49.94,53.54,53.44,
41069.16667,10.5,Normal,47.14,48.24,48.04,51.44,46.84,,34.02,,48.84,52.34,50.74,53.74,54.85,
41069.20833,10.4,Normal,47.04,48.14,47.84,51.54,47.74,,34.02,,49.44,52.84,50.94,54.05,54.55,
41069.25,10.5,Normal,48.04,48.54,48.64,51.04,48.34,,34.22,,50.04,53.14,51.54,54.25,55.05,
41069.29167,10.4,Normal,47.84,49.74,48.64,51.44,48.74,,34.42,,50.34,53.34,51.54,54.35,54.45,
41069.33333,10.5,Normal,47.54,49.74,48.34,50.44,50.04,,34.52,,50.84,53.64,51.64,54.35,54.45,
41069.375,10.4,Normal,48.44,50.44,48.94,51.94,50.84,,34.91,,51.24,54.25,51.64,54.55,55.05,
41069.41667,10.6,Normal,49.04,50.94,49.64,52.74,51.74,,35.21,,51.94,54.35,52.04,54.95,55.95,
41069.45833,10.5,Normal,50.24,51.94,50.74,52.14,51.74,,35.6,,51.94,55.45,53.24,55.35,56.45,
41069.5,10.6,Normal,50.64,52.64,51.04,52.54,53.34,,35.9,,53.44,55.65,54.05,56.05,56.35,
41069.54167,10.5,Normal,49.84,52.74,51.54,54.35,53.54,,36.2,,53.54,56.25,54.25,56.35,57.16,
41069.58333,10.6,Normal,51.34,52.84,51.54,54.05,54.55,,36.79,,54.15,56.45,54.65,56.76,57.46,
41069.625,10.5,Normal,49.34,51.04,50.04,53.74,53.84,,37.39,,53.74,56.05,53.34,56.56,56.05,
41069.66667,10.6,Normal,49.94,51.14,50.24,53.14,53.44,,37.59,,53.64,55.85,53.14,56.76,56.86,
41069.70833,10.5,Normal,49.44,51.04,50.04,54.15,53.24,,37.79,,53.54,55.65,53.14,56.76,57.26,
41069.75,10.6,Normal,48.44,50.44,49.54,53.14,52.44,,37.79,,53.04,55.55,53.24,56.56,57.56,
41069.79167,10.6,Normal,49.64,51.44,50.34,53.24,52.14,,37.69,,53.04,55.55,53.34,56.56,57.36,
41069.83333,10.6,Normal,48.84,50.34,49.54,53.04,50.84,,37.69,,52.64,55.35,52.84,56.25,57.26,
41069.875,10.5,Normal,49.84,50.64,50.44,53.24,50.74,,37.49,,52.74,55.45,53.54,56.25,56.76,
41069.91667,10.4,Normal,49.44,50.74,50.54,54.15,50.64,,37.49,,52.74,55.45,53.64,56.56,57.46,
41069.95833,10.4,Normal,49.54,50.44,50.44,53.34,50.64,,37.49,,52.84,55.55,53.74,56.86,57.86,
41070,10.4,Normal,50.94,50.84,50.94,53.14,51.14,,37.69,,52.94,55.95,54.05,56.96,58.06,
41070.04167,10.4,Normal,50.14,50.84,50.94,53.34,50.34,,37.59,,52.84,55.85,54.15,57.06,57.86,
41070.08333,10.3,Normal,50.84,51.14,51.14,53.14,50.74,,37.69,,53.24,56.05,54.25,57.16,58.16,
41070.125,10.4,Normal,50.84,51.34,51.14,54.55,51.34,,37.69,,53.24,56.05,54.25,57.16,57.86,
41070.16667,10.3,Normal,49.64,50.94,50.64,54.35,51.34,,37.69,,53.34,55.85,54.15,57.36,57.66,
41070.20833,10.4,Normal,49.24,50.54,50.44,54.55,51.14,,37.59,,53.54,55.75,53.94,57.06,58.06,
41070.25,10.3,Normal,50.94,51.34,50.74,53.84,51.34,,37.69,,53.44,56.05,53.94,56.96,57.96,
41070.29167,10.3,Normal,50.54,52.04,50.34,53.44,51.54,,37.39,,53.24,55.75,53.64,56.76,57.86,
41070.375,10.6,Normal,49.74,51.54,49.84,53.34,52.34,,37.09,,53.34,55.75,53.44,56.66,57.66,
41070.41667,10.5,Normal,50.64,52.44,50.94,53.64,53.04,,37.29,,53.74,55.95,53.54,56.76,57.76,
41070.45833,10.6,Normal,51.24,53.24,51.44,53.54,54.05,,37.69,,54.05,56.86,54.55,57.06,58.16,
41070.5,10.6,Normal,51.44,53.04,51.54,54.55,54.65,,38.08,,54.45,56.66,54.25,57.26,57.86,
41070.54167,10.6,Normal,51.74,53.24,51.94,54.65,54.85,,38.38,,54.45,57.06,54.45,57.56,58.16,
41070.58333,10.6,Normal,51.84,53.54,52.04,55.15,55.05,,38.48,,54.85,57.16,54.75,57.56,58.26,
41070.625,10.6,Normal,51.54,53.44,52.14,55.05,55.05,,38.78,,54.95,57.36,54.65,57.76,58.57,
41070.66667,10.7,Normal,52.94,53.34,52.54,55.05,54.95,,39.08,,55.15,57.46,55.25,57.96,58.06,
41070.70833,10.7,Normal,51.74,53.14,52.14,56.15,54.85,,39.27,,55.25,57.66,55.55,58.16,58.87,
41070.75,10.6,Normal,51.44,52.64,52.24,54.75,54.15,,39.47,,55.15,57.36,55.25,58.26,58.97,
41070.79167,10.7,Normal,51.14,52.84,51.84,55.15,53.44,,39.37,,54.85,56.96,54.85,57.86,58.67,
41070.83333,10.6,Normal,51.74,52.04,52.04,54.95,52.64,,39.37,,54.85,56.96,55.05,57.86,59.17,
41070.875,10.6,Normal,51.84,52.14,52.04,54.55,52.24,,39.37,,54.75,57.06,55.15,58.06,58.57,
41070.91667,10.5,Normal,50.94,52.24,51.94,55.35,51.94,,39.27,,54.65,57.16,55.25,57.96,59.07,
41070.95833,10.5,Normal,52.44,52.54,52.44,54.45,52.14,,39.47,,54.65,57.16,55.55,58.36,59.27,
41071,10.5,Normal,51.94,52.74,52.54,54.45,52.44,,39.47,,54.55,57.46,55.65,58.26,58.77,
41071.04167,10.4,Normal,51.64,52.64,52.44,55.15,52.34,,39.47,,54.75,57.26,55.55,58.26,59.17,
41071.08333,10.5,Normal,52.04,52.84,52.34,54.85,52.44,,39.57,,55.05,57.56,55.65,58.36,59.17,
41071.125,10.4,Normal,52.04,52.84,52.04,54.35,52.24,,39.37,,54.65,57.16,55.35,58.16,58.57,
41071.16667,10.5,Normal,51.54,53.24,51.74,53.54,52.54,,39.08,,54.65,57.16,55.15,57.96,58.47,
41071.20833,10.4,Normal,50.64,53.14,51.24,54.15,52.44,,38.68,,54.35,56.56,54.65,57.76,58.67,
41071.25,10.4,Normal,50.94,52.64,51.24,53.94,52.44,,38.18,,54.25,56.56,54.45,57.56,57.76,
41071.29167,10.5,Normal,51.24,52.84,50.94,54.05,52.54,,38.08,,54.05,56.56,54.45,57.46,57.66,
41071.33333,10.5,Normal,50.74,53.04,50.94,53.84,53.14,,37.69,,54.05,56.66,54.35,57.26,58.26,
41071.375,10.5,Normal,49.84,51.64,50.14,53.74,53.34,,37.79,,53.74,56.25,53.64,57.16,57.56,
41071.41667,10.5,Normal,50.84,51.84,50.74,53.84,53.44,,37.59,,53.94,55.95,53.34,57.06,57.96,
41071.45833,10.6,Normal,50.44,52.34,50.94,54.05,54.05,,37.79,,54.25,56.35,53.74,57.26,57.96,
41071.5,10.6,Normal,52.94,54.35,53.24,55.75,55.05,,38.08,,55.05,57.46,55.15,57.56,58.57,
41071.54167,10.6,Normal,54.05,55.65,54.25,56.56,56.15,,38.58,,56.05,58.26,56.35,58.36,59.07,
41071.58333,10.6,Normal,53.54,55.65,54.25,54.95,56.56,,38.88,,56.45,58.57,56.56,58.67,59.27,
41071.625,10.7,Normal,53.34,55.35,54.05,57.36,56.76,,39.27,,56.76,58.87,56.86,59.07,59.47,
41071.66667,10.6,Normal,53.94,54.55,54.25,57.56,56.66,,39.57,,57.06,58.87,57.26,59.47,60.08,
41071.70833,10.6,Normal,53.54,54.75,54.55,56.86,56.35,,39.87,,57.06,59.17,57.26,59.67,60.18,
41071.75,10.6,Normal,53.04,54.55,54.75,57.96,56.15,,40.17,,56.96,59.27,57.26,59.67,60.48,
41071.79167,10.7,Normal,53.24,54.15,54.15,57.56,54.75,,40.37,,56.86,58.87,57.16,59.67,59.98,
41071.83333,10.6,Normal,53.14,54.15,53.94,58.06,54.15,,40.76,,56.66,58.67,57.06,59.67,60.38,
41071.875,10.6,Normal,53.24,54.35,54.15,57.16,53.94,,40.66,,56.66,58.97,57.26,59.77,60.48,
41071.91667,10.6,Normal,52.84,54.05,53.84,57.86,53.94,,41.06,,56.56,58.87,57.16,59.77,60.68,
41071.95833,10.5,Normal,53.34,54.25,54.15,56.05,53.54,,40.76,,56.15,58.67,57.06,59.67,60.38,
41072,10.5,Normal,53.14,54.15,54.15,56.15,53.24,,41.16,,55.85,58.67,57.16,59.77,60.28,
41072.04167,10.5,Normal,53.24,54.35,54.15,57.36,53.24,,41.16,,55.75,57.76,57.06,59.67,59.27,
41072.08333,10.4,Normal,51.34,53.84,53.54,56.25,51.84,,40.86,,53.54,55.55,56.05,59.37,58.97,
41072.125,10.5,Normal,51.24,53.54,52.94,56.25,51.04,,40.37,,52.84,55.25,55.85,59.07,58.57,
41072.16667,10.4,Normal,51.94,53.64,53.34,56.25,50.44,,39.87,,52.54,55.65,55.25,58.47,58.06,
41072.20833,10.5,Normal,51.04,53.34,53.44,55.85,50.64,,39.47,,52.24,54.05,54.45,58.16,58.06,
41072.25,10.4,Normal,51.34,53.04,52.74,55.05,50.84,,39.17,,52.94,56.56,55.35,58.16,59.07,
41072.29167,10.5,Normal,50.94,53.04,52.84,54.95,50.44,,39.08,,52.04,55.05,54.25,58.06,58.06,
41072.33333,10.5,Normal,51.54,53.74,53.34,55.15,50.94,,39.27,,51.74,54.05,54.35,57.86,57.56,
41072.375,10.6,Normal,52.64,54.15,54.15,55.45,51.54,,39.17,,51.94,54.05,54.35,57.76,58.47,
41072.41667,10.6,Normal,52.84,54.45,54.25,55.35,51.94,,39.57,,52.94,56.86,55.45,57.96,58.36,
41072.45833,10.7,Normal,53.44,55.15,54.45,56.25,53.44,,39.87,,53.84,57.56,56.25,58.26,58.97,
41072.5,10.7,Normal,54.45,55.95,55.35,56.45,53.74,,40.37,,54.15,56.86,55.95,58.06,57.96,
41072.54167,10.6,Normal,54.35,56.15,55.45,56.86,54.25,,40.47,,54.45,57.36,55.75,58.26,58.87,
41072.58333,10.7,Normal,54.95,56.45,55.75,55.15,54.45,,40.37,,54.35,57.36,55.75,58.36,58.26,
41072.66667,10.6,Normal,53.94,54.45,54.65,56.15,52.64,,40.27,,53.24,55.05,54.35,57.86,58.47,
41072.70833,10.6,Normal,52.24,54.05,53.54,53.94,51.94,,39.97,,52.84,55.45,54.05,57.56,57.36,
41072.75,10.7,Normal,51.24,53.64,52.94,53.64,51.74,,39.67,,52.44,54.35,54.05,57.06,56.96,
41072.79167,10.6,Normal,51.34,53.24,52.54,54.15,50.64,,39.08,,51.64,53.84,53.74,56.76,56.25,
41072.83333,10.6,Normal,50.74,52.64,52.04,54.95,49.94,,38.68,,51.24,52.74,53.34,56.35,55.45,
41072.875,10.6,Normal,50.44,52.64,51.64,53.14,49.34,,38.08,,50.64,53.54,53.14,55.85,56.56,
41072.91667,10.6,Normal,49.94,51.64,51.14,53.74,49.44,,37.79,,51.04,54.45,53.04,56.05,56.86,
41072.95833,10.5,Normal,50.24,51.34,51.44,52.54,50.24,,37.79,,51.94,54.85,53.64,56.45,56.76,
41073,10.5,Normal,49.94,51.84,51.24,53.44,50.04,,37.79,,51.54,55.05,53.74,56.45,56.86,
41073.04167,10.4,Normal,50.34,51.44,51.54,53.44,50.84,,37.79,,52.64,55.65,54.15,56.76,57.36,
41073.08333,10.6,Normal,50.64,51.74,51.74,54.65,51.44,,37.98,,52.84,55.95,54.55,56.96,57.86,
41073.125,10.4,Normal,50.84,52.14,51.94,55.35,51.74,,38.08,,53.64,56.15,54.65,57.26,57.66,
41073.16667,10.5,Normal,50.84,52.14,52.04,55.55,51.64,,37.98,,53.54,56.35,54.95,57.46,58.36,
41073.20833,10.4,Normal,50.94,52.04,51.84,54.85,51.74,,37.88,,53.94,56.66,54.95,57.56,58.47,
41073.25,10.5,Normal,51.24,52.44,52.34,56.05,52.34,,38.08,,54.45,56.86,55.25,57.86,58.67,
41073.29167,10.4,Normal,51.54,53.14,52.54,56.15,52.94,,38.28,,55.05,57.36,55.55,58.06,58.97,
41073.33333,10.6,Normal,52.64,54.45,53.54,54.95,53.64,,38.48,,55.45,57.76,56.25,58.26,59.07,
41073.375,10.6,Normal,53.14,55.25,54.25,57.16,55.05,,38.68,,56.25,58.36,56.76,58.77,59.77,
41073.41667,10.6,Normal,53.94,56.05,54.65,57.26,56.05,,39.08,,56.86,58.87,57.06,59.17,59.87,
41073.45833,10.6,Normal,54.55,56.86,55.35,57.56,56.76,,39.57,,57.26,59.67,57.56,59.57,60.38,
41073.5,10.6,Normal,55.15,57.46,55.95,57.46,57.36,,39.87,,57.76,60.08,58.16,59.98,61.08,
41073.54167,10.7,Normal,55.65,57.66,56.25,58.57,58.06,,40.47,,58.26,60.28,58.77,60.58,61.18,
41073.58333,10.6,Normal,56.05,57.86,56.56,58.67,57.86,,40.66,,58.47,60.68,58.97,60.88,61.69,
41073.625,10.7,Normal,56.35,57.86,56.66,59.67,58.36,,41.26,,58.87,61.08,59.27,61.29,61.89,
41073.66667,10.6,Normal,56.15,56.76,56.15,59.67,58.36,,41.56,,59.07,61.08,59.27,61.49,62.29,
41073.70833,10.7,Normal,55.25,56.35,56.15,59.98,58.16,,41.96,,59.07,61.39,59.57,61.69,62.6,
41073.75,10.6,Normal,55.25,56.15,56.35,59.57,57.46,,42.26,,58.97,60.98,59.27,61.59,62.19,
41073.79167,10.7,Normal,55.15,56.15,56.35,59.27,57.16,,42.65,,58.97,60.98,59.37,61.69,62.39,
41073.83333,10.7,Normal,54.75,56.25,55.95,59.27,56.56,,43.15,,58.67,60.88,59.17,61.49,62.8,
41073.875,10.6,Normal,54.65,56.05,55.65,58.57,56.15,,43.65,,58.57,60.48,58.77,61.39,62.29,
41073.91667,10.6,Normal,52.94,55.65,53.84,56.96,54.75,,42.95,,57.26,59.37,57.96,60.68,60.28,
41073.95833,10.6,Normal,50.54,53.14,51.54,55.85,54.15,,41.96,,56.15,58.57,56.05,59.87,59.47,
41074,10.5,Normal,50.94,53.24,52.14,56.05,53.24,,41.06,,55.65,58.16,55.75,59.57,59.77,
41074.04167,10.6,Normal,50.34,53.04,51.44,55.45,52.94,,40.47,,55.25,57.56,55.05,59.07,58.67,
41074.08333,10.5,Normal,50.94,53.74,52.14,55.05,52.34,,39.57,,54.65,57.46,55.15,58.57,59.27,
41074.125,10.5,Normal,51.04,53.74,52.04,55.25,52.04,,39.17,,54.65,57.36,55.15,58.57,59.17,
41074.20833,10.4,Normal,51.64,53.14,52.64,54.95,52.04,,38.88,,54.65,57.56,55.75,58.47,59.17,
41074.25,10.4,Normal,50.74,53.74,51.64,54.75,52.54,,38.58,,54.55,57.06,55.05,58.26,58.06,
41074.29167,10.6,Normal,50.94,53.54,51.74,54.25,52.34,,38.28,,54.25,57.16,54.95,57.86,57.16,
41074.33333,10.5,Normal,49.64,52.04,50.44,53.44,52.54,,37.98,,53.94,56.35,53.84,57.56,58.06,
41074.375,10.6,Normal,48.34,50.54,49.14,53.14,53.14,,37.69,,53.64,56.05,53.44,57.26,57.46,
41074.41667,10.6,Normal,48.64,50.74,49.54,53.54,53.54,,37.49,,53.64,56.05,53.14,57.16,57.16,
41074.45833,10.6,Normal,49.64,51.74,50.34,53.64,54.05,,37.49,,53.74,56.35,53.54,57.16,56.66,
41074.5,10.6,Normal,51.24,52.84,51.64,54.15,54.45,,37.59,,54.25,56.66,54.15,57.36,57.76,
41074.54167,10.7,Normal,51.84,53.54,52.34,54.75,54.95,,38.08,,54.75,57.16,54.55,57.76,58.16,
41074.58333,10.7,Normal,53.24,55.05,53.64,56.05,55.65,,38.38,,55.45,57.86,55.85,58.06,58.36,
41074.625,10.6,Normal,53.24,55.15,53.94,55.65,56.05,,38.98,,55.85,58.16,56.15,58.47,58.97,
41074.66667,10.7,Normal,54.35,54.65,54.45,56.96,56.25,,39.08,,56.35,58.47,56.76,58.87,59.07,
41074.70833,10.7,Normal,53.74,54.85,54.55,57.16,55.55,,39.47,,56.15,58.47,56.96,59.17,59.07,
41074.75,10.6,Normal,53.44,54.55,54.75,57.76,55.35,,39.77,,56.35,58.67,56.96,59.27,59.17,
41074.79167,10.7,Normal,53.44,54.65,54.45,56.86,54.75,,39.97,,56.35,58.47,57.06,59.37,59.27,
41074.83333,10.7,Normal,53.54,54.75,54.35,58.06,53.94,,39.97,,56.05,57.96,57.06,59.47,60.08,
41074.875,10.6,Normal,50.94,53.14,52.74,56.76,52.44,,40.37,,54.05,55.65,56.86,59.37,59.77,
41074.91667,10.6,Normal,49.44,52.64,50.34,54.35,52.14,,40.57,,54.95,57.36,55.55,58.87,58.26,
41074.95833,10.6,Normal,50.64,53.64,51.84,54.95,52.64,,39.77,,54.85,57.26,55.55,58.47,58.26,
41075,10.6,Normal,50.44,53.04,51.74,54.85,51.64,,39.27,,54.25,56.86,54.85,58.16,58.26,
41075.04167,10.5,Normal,50.64,53.14,51.74,54.65,51.04,,38.88,,53.84,56.76,54.85,57.76,57.46,
