RecordTime,Battery(V),Rate,Sensor0,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13
41145.375,10.5,Normal,49.74,52.04,51.74,54.15,53.94,,36.3,,56.05,54.05,52.44,54.45,54.95,
41145.41667,10.6,Normal,50.64,53.04,52.34,55.05,54.75,,36.4,,56.86,54.65,53.04,54.85,55.55,
41145.45833,10.6,Normal,51.14,53.74,52.84,55.45,55.35,,36.79,,57.96,55.25,53.74,55.15,55.95,
41145.5,10.6,Normal,51.74,54.15,53.44,55.85,55.75,,37.29,,58.16,55.75,54.05,55.55,56.45,
41145.54167,10.7,Normal,52.24,54.55,53.94,56.35,56.35,,37.59,,58.26,56.25,54.45,56.05,56.86,
41145.58333,10.6,Normal,52.54,54.55,54.25,56.56,56.66,,37.69,,58.36,56.56,54.85,56.35,57.26,
41145.625,10.7,Normal,52.74,54.55,54.45,56.86,56.86,,37.98,,58.67,56.76,55.25,56.66,57.46,
41145.66667,10.6,Normal,52.54,54.45,54.45,57.16,56.76,,38.38,,58.57,56.86,55.25,56.86,57.56,
41145.70833,10.7,Normal,52.24,54.35,54.25,57.36,56.45,,38.38,,58.97,56.96,55.65,56.96,57.76,
41145.75,10.6,Normal,52.04,54.75,54.35,57.66,56.35,,39.27,,59.07,56.96,55.65,57.16,57.86,
41145.79167,10.7,Normal,51.94,54.75,54.45,57.66,56.25,,39.08,,58.77,56.86,55.25,57.16,58.06,
41145.83333,10.6,Normal,51.94,54.95,54.55,57.76,56.05,,39.27,,58.87,56.76,54.65,57.16,58.06,
41145.875,10.6,Normal,52.04,54.95,54.45,57.86,56.25,,39.37,,58.97,56.96,54.65,57.36,58.26,
41145.91667,10.6,Normal,52.14,55.25,54.65,58.16,56.35,,39.57,,59.27,57.06,54.65,57.46,58.36,
41145.95833,10.5,Normal,52.24,55.45,54.65,58.47,56.35,,39.27,,59.17,57.26,54.75,57.56,58.47,
41146,10.5,Normal,52.14,55.45,54.75,58.26,56.15,,39.67,,60.78,57.16,54.75,57.66,58.47,
41146.04167,10.5,Normal,52.34,55.65,54.65,58.57,56.45,,39.37,,59.67,57.36,54.95,57.76,58.67,
41146.08333,10.4,Normal,52.64,55.85,54.95,58.67,56.45,,39.67,,60.58,57.46,55.15,57.76,58.47,
41146.125,10.5,Normal,52.34,55.75,54.75,42.75,56.66,,39.67,,59.27,57.46,55.15,57.86,58.67,
41146.16667,10.5,Normal,52.94,56.05,54.95,42.26,56.56,,39.47,,60.98,57.46,55.15,57.96,58.77,
41146.20833,10.6,Normal,52.64,55.75,54.75,43.85,56.35,,39.67,,60.48,57.36,55.15,57.86,58.57,
41146.25,10.4,Normal,52.84,56.15,54.75,43.15,56.56,,39.57,,60.18,57.56,55.15,57.96,58.67,
41146.29167,10.6,Normal,52.84,56.35,55.05,39.08,56.86,,39.67,,61.18,57.66,55.25,58.06,58.87,
41146.33333,10.5,Normal,53.14,56.66,55.35,39.08,57.16,,39.87,,60.88,57.76,55.25,58.06,58.87,
41146.375,10.6,Normal,53.54,56.96,55.75,58.77,57.56,,40.07,,61.39,58.06,55.75,58.16,58.97,
41146.41667,10.6,Normal,54.15,57.36,56.15,59.27,57.86,,40.37,,61.99,58.57,56.25,58.36,59.47,
41146.45833,10.6,Normal,54.65,57.96,56.66,60.08,58.47,,40.66,,63.1,59.07,56.86,58.77,59.87,
41146.5,10.6,Normal,55.15,58.16,57.16,60.08,58.97,,40.66,,62.8,59.27,57.06,58.87,60.18,
41146.54167,10.7,Normal,54.65,57.86,57.26,59.17,57.76,,41.26,,61.99,58.57,56.56,58.97,59.87,
41146.58333,10.7,Normal,55.25,57.76,57.36,60.48,58.16,,41.36,,62.19,59.37,57.26,59.07,60.18,
41146.625,10.6,Normal,54.35,57.06,56.66,59.67,57.06,,41.86,,61.59,58.06,56.66,58.87,59.77,
41146.66667,10.7,Normal,54.35,56.76,56.56,59.37,57.36,,41.76,,61.29,58.67,56.86,58.67,59.47,
41146.70833,10.7,Normal,52.84,56.25,55.55,58.26,56.96,,41.26,,60.18,57.86,56.05,58.26,58.67,
41146.75,10.6,Normal,52.14,55.35,54.95,57.16,55.65,,40.76,,59.67,56.05,55.45,57.86,57.96,
41146.79167,10.7,Normal,52.04,55.35,54.65,55.65,54.75,,40.37,,58.47,54.65,54.55,57.26,56.96,
41146.83333,10.6,Normal,51.64,54.75,54.15,55.85,53.94,,39.77,,57.36,53.94,53.74,56.96,56.76,
41146.875,10.6,Normal,51.14,54.35,53.64,55.35,53.94,,39.17,,57.26,54.75,53.84,56.56,56.56,
41146.91667,10.5,Normal,50.74,54.05,53.14,54.65,53.54,,38.88,,57.06,54.05,53.54,56.25,56.35,
41146.95833,10.6,Normal,50.94,54.05,53.14,54.55,53.14,,38.58,,56.66,52.84,53.14,55.95,56.05,
41147,10.5,Normal,50.64,53.54,53.04,55.95,53.74,,38.28,,56.15,54.45,53.34,55.95,56.15,
41147.04167,10.6,Normal,50.64,53.64,53.04,55.45,54.25,,38.28,,56.86,54.95,53.64,55.95,56.05,
41147.08333,10.5,Normal,50.54,53.54,52.84,56.05,54.35,,37.98,,57.56,55.15,53.94,56.05,56.45,
41147.125,10.6,Normal,50.74,53.84,52.94,55.95,54.65,,37.98,,57.56,55.25,53.74,56.15,56.35,
41147.16667,10.5,Normal,50.84,53.84,53.24,55.95,54.55,,37.98,,58.57,55.35,53.94,56.25,56.56,
41147.20833,10.6,Normal,50.84,54.05,53.34,56.15,54.85,,37.98,,58.67,55.55,53.74,56.35,56.86,
41147.25,10.5,Normal,51.14,54.15,53.34,56.45,54.95,,37.98,,59.47,55.75,54.25,56.45,56.86,
41147.29167,10.6,Normal,51.34,54.35,53.74,56.45,54.95,,38.08,,59.77,55.85,54.35,56.56,57.06,
41147.33333,10.6,Normal,51.74,54.65,54.05,56.56,55.05,,38.08,,59.98,55.75,54.25,56.66,57.06,
41147.45833,10.6,Normal,52.64,55.55,54.65,54.25,54.95,,38.68,,59.47,55.95,54.85,56.76,57.46,
41147.5,10.6,Normal,53.24,56.05,55.05,56.15,56.76,,39.08,,60.88,56.96,55.45,56.96,57.76,
41147.54167,10.6,Normal,53.64,56.35,55.55,58.67,56.76,,39.57,,60.88,57.06,55.75,57.36,58.06,
41147.58333,10.7,Normal,53.24,55.65,55.25,58.26,56.15,,39.97,,59.17,56.96,55.85,57.16,57.46,
41147.625,10.6,Normal,52.64,54.95,54.85,58.06,56.05,,39.37,,58.77,56.96,55.65,57.06,57.66,
41147.66667,10.6,Normal,52.04,54.45,54.25,57.86,56.25,,39.27,,57.06,56.25,55.35,56.76,56.86,
41147.70833,10.6,Normal,51.04,53.74,53.34,55.25,54.75,,38.58,,57.26,54.75,53.84,56.25,56.25,
41147.75,10.6,Normal,50.54,53.24,52.64,54.95,53.44,,37.79,,56.05,53.34,52.74,55.45,54.85,
41147.79167,10.7,Normal,50.14,52.84,52.14,53.94,52.84,,36.99,,55.75,52.34,51.64,54.85,54.55,
41147.83333,10.6,Normal,49.24,52.24,51.74,53.44,51.94,,36.2,,54.75,50.94,50.84,54.35,54.15,
41147.875,10.6,Normal,48.34,50.94,50.24,53.14,52.74,,35.31,,54.35,51.24,49.64,53.74,53.24,
41147.91667,10.6,Normal,48.54,50.54,50.04,53.04,51.84,,34.52,,53.44,49.04,48.84,53.24,52.84,
41147.95833,10.5,Normal,48.04,50.74,50.04,52.14,50.64,,34.02,,52.24,49.64,49.44,52.94,52.44,
41148,10.5,Normal,47.54,50.24,49.74,52.94,51.64,,33.72,,52.84,51.54,50.44,53.04,53.04,
41148.04167,10.5,Normal,47.44,50.34,49.74,53.04,51.94,,33.43,,53.34,51.84,50.64,53.14,53.04,
41148.08333,10.5,Normal,47.64,50.44,49.74,52.84,52.14,,33.13,,53.24,51.94,50.74,53.14,53.24,
41148.125,10.5,Normal,47.24,50.54,49.64,52.34,51.04,,32.93,,53.14,51.14,50.44,53.04,53.14,
41148.16667,10.5,Normal,47.34,50.14,49.44,52.34,51.74,,32.73,,52.84,51.84,50.44,52.94,52.94,
41148.20833,10.4,Normal,47.24,50.34,49.34,52.64,51.54,,32.24,,52.74,51.94,50.94,52.94,52.94,
41148.25,10.5,Normal,47.34,50.14,49.34,52.54,51.84,,32.04,,52.54,51.84,50.84,52.84,52.94,
41148.29167,10.5,Normal,47.24,50.24,49.64,52.44,51.94,,31.65,,52.54,51.84,50.74,52.94,53.04,
41148.33333,10.5,Normal,47.94,50.84,50.04,53.64,53.14,,31.65,,53.94,52.24,51.04,53.14,53.34,
41148.375,10.5,Normal,48.94,51.54,50.94,54.35,53.84,,31.75,,54.35,52.74,51.64,53.34,53.84,
41148.41667,10.6,Normal,49.64,52.44,51.64,54.35,54.05,,31.94,,55.85,53.34,51.74,53.74,54.15,
41148.45833,10.6,Normal,50.14,52.44,51.84,53.44,53.34,,32.44,,54.75,52.94,52.34,53.84,54.55,
41148.5,10.7,Normal,50.14,52.74,52.04,54.65,53.84,,32.93,,55.45,53.74,52.94,54.15,54.85,
41148.54167,10.6,Normal,51.24,53.54,52.84,55.15,55.25,,33.33,,56.66,54.65,53.44,54.65,55.55,
41148.58333,10.7,Normal,51.44,53.44,53.04,56.35,55.75,,33.82,,57.36,54.95,53.84,54.95,55.75,
41148.625,10.6,Normal,51.44,53.24,53.14,56.76,56.35,,33.82,,58.06,55.45,54.45,55.35,56.15,
41148.66667,10.7,Normal,51.64,53.14,53.24,55.95,56.35,,34.42,,58.26,55.65,54.95,55.65,56.56,
41148.70833,10.6,Normal,50.94,53.44,53.04,55.25,55.95,,34.52,,58.87,55.85,55.15,55.95,56.66,
41148.75,10.7,Normal,50.84,53.04,52.84,55.55,56.15,,34.71,,58.26,55.85,54.95,56.05,56.86,
41148.79167,10.6,Normal,50.94,53.74,53.24,53.84,55.25,,34.81,,58.26,55.75,54.25,56.15,56.76,
41148.83333,10.7,Normal,50.64,53.94,52.84,53.04,54.65,,35.41,,57.86,54.35,53.84,55.95,56.45,
41148.875,10.5,Normal,49.84,52.94,52.04,54.05,53.44,,35.11,,56.45,52.54,53.14,55.65,55.65,
41148.91667,10.6,Normal,49.64,52.64,51.74,53.54,53.24,,34.81,,56.05,52.04,52.44,55.35,55.45,
41148.95833,10.5,Normal,49.44,52.44,51.54,53.44,53.34,,34.52,,56.25,52.24,52.74,55.15,55.15,
41149,10.6,Normal,49.44,52.04,51.04,53.74,52.54,,34.12,,54.85,51.14,52.54,54.85,54.55,
41149.04167,10.5,Normal,49.34,51.94,51.04,53.04,52.24,,33.82,,54.55,51.44,52.14,54.75,54.85,
41149.08333,10.6,Normal,48.94,52.04,51.04,54.55,52.94,,33.62,,54.05,53.04,52.24,54.55,54.75,
41149.125,10.5,Normal,48.74,51.74,50.94,54.45,53.34,,33.23,,54.45,53.44,52.34,54.55,54.75,
41149.16667,10.5,Normal,48.94,51.84,50.84,54.75,53.54,,32.93,,54.45,53.54,52.24,54.65,54.85,
41149.20833,10.4,Normal,48.94,51.84,50.94,55.05,53.54,,32.73,,54.25,53.64,52.44,54.65,54.95,
41149.25,10.5,Normal,49.04,51.94,51.14,54.85,53.54,,32.44,,54.85,53.74,52.44,54.65,54.85,
41149.29167,10.4,Normal,48.74,51.64,50.84,53.74,53.04,,32.14,,55.05,53.64,52.44,54.55,54.75,
41149.33333,10.4,Normal,48.74,51.84,51.24,53.24,53.14,,31.55,,55.15,53.84,52.44,54.55,54.85,
41149.375,10.4,Normal,50.04,53.14,52.24,54.95,54.05,,31.85,,56.86,54.15,52.74,54.75,55.25,
41149.41667,10.6,Normal,50.64,53.44,52.64,55.65,54.95,,32.04,,56.66,54.65,53.24,54.95,55.65,
41149.45833,10.6,Normal,51.14,54.35,53.14,53.74,54.75,,32.34,,57.66,55.05,53.74,55.25,56.05,
41149.5,10.6,Normal,51.84,54.75,53.54,56.05,55.55,,32.64,,58.26,55.55,54.45,55.55,56.35,
41149.54167,10.6,Normal,51.94,54.05,53.74,54.75,54.65,,33.13,,57.46,54.85,54.95,55.65,56.66,
41149.58333,10.6,Normal,52.04,54.35,53.84,56.35,56.15,,33.92,,57.46,55.95,55.25,55.85,56.35,
41149.625,10.6,Normal,51.74,54.05,53.94,55.85,55.35,,34.12,,57.26,56.05,55.45,56.05,56.66,
41149.66667,10.6,Normal,50.74,53.24,52.94,55.65,54.55,,34.32,,56.56,54.95,54.45,55.65,55.95,
41149.70833,10.6,Normal,49.64,52.24,51.54,52.74,54.15,,34.12,,54.95,54.25,53.84,55.35,54.95,
41149.75,10.7,Normal,47.94,51.54,50.44,51.94,52.74,,33.82,,53.64,52.84,52.84,54.85,54.55,
41149.79167,10.6,Normal,48.24,51.14,50.44,50.74,51.44,,33.43,,53.24,51.54,51.44,54.45,54.15,
41149.83333,10.6,Normal,48.14,50.94,49.84,53.04,51.54,,33.53,,53.04,50.24,51.14,54.15,53.94,
41149.875,10.5,Normal,47.74,50.44,49.84,49.04,50.44,,33.23,,52.34,50.54,50.54,53.44,53.04,
41149.91667,10.6,Normal,48.14,51.04,50.24,52.24,51.74,,33.23,,54.15,52.04,51.14,53.64,53.54,
41149.95833,10.5,Normal,47.84,50.94,50.14,53.44,52.24,,33.23,,53.44,52.24,51.24,53.64,53.74,
41150,10.5,Normal,48.24,51.24,50.14,53.54,52.14,,33.23,,53.24,52.24,51.24,53.54,53.64,
41150.04167,10.4,Normal,48.44,51.44,50.54,53.64,51.44,,33.13,,53.84,52.54,51.24,53.64,53.94,
41150.08333,10.5,Normal,48.54,51.64,50.64,53.34,51.64,,33.23,,53.64,52.84,51.54,53.84,54.05,
41150.125,10.4,Normal,48.34,51.44,50.64,52.84,51.24,,33.13,,53.94,52.94,51.44,53.84,54.25,
41150.16667,10.5,Normal,48.74,51.84,50.64,53.04,51.14,,33.13,,53.84,53.14,51.64,54.05,54.45,
41150.20833,10.4,Normal,48.84,52.04,51.04,52.34,50.84,,33.23,,55.05,53.14,51.74,54.15,54.45,
41150.25,10.5,Normal,48.64,51.44,50.74,53.04,51.14,,33.23,,54.75,53.34,51.84,54.15,54.45,
41150.29167,10.5,Normal,48.64,51.34,50.74,53.54,51.54,,33.23,,55.15,53.44,52.04,54.25,54.45,
41150.33333,10.3,Normal,49.44,52.34,51.24,53.04,51.94,,33.33,,55.95,53.94,52.24,54.45,54.95,
41150.375,10.5,Normal,49.94,53.04,51.94,53.54,52.44,,33.53,,56.45,54.25,52.74,54.55,55.25,
41150.41667,10.5,Normal,50.94,53.74,52.54,53.14,52.84,,33.82,,56.76,54.75,53.04,54.95,55.75,
41150.45833,10.6,Normal,51.84,54.35,53.14,53.54,53.44,,34.12,,57.26,55.45,53.94,55.25,56.25,
41150.5,10.6,Normal,52.34,54.85,53.74,54.15,54.45,,34.52,,58.06,56.05,54.45,55.65,56.76,
41150.54167,10.6,Normal,52.94,54.95,54.35,54.05,54.85,,34.81,,58.16,56.45,54.95,56.15,57.36,
41150.58333,10.6,Normal,52.94,55.05,54.55,54.55,55.25,,35.31,,58.36,56.66,54.75,56.45,57.56,
41150.625,10.7,Normal,52.84,54.85,54.75,54.55,55.25,,35.51,,58.67,56.96,54.85,56.76,57.66,
41150.66667,10.6,Normal,51.94,54.35,54.05,52.94,54.35,,35.9,,58.26,55.55,54.25,56.96,57.66,
41150.70833,10.6,Normal,51.94,54.45,53.84,54.95,54.55,,36.1,,58.06,56.56,54.45,56.96,57.46,
41150.75,10.6,Normal,51.94,54.55,54.05,55.75,55.05,,36.3,,58.77,56.76,55.05,56.96,57.66,
41150.79167,10.7,Normal,52.04,54.85,54.15,55.65,55.15,,36.6,,58.67,56.76,54.75,57.16,57.96,
41150.83333,10.6,Normal,51.94,56.05,54.15,54.75,54.35,,36.6,,58.16,55.95,54.65,57.06,57.56,
41150.875,10.6,Normal,51.74,55.65,53.94,53.04,53.84,,36.6,,58.06,55.75,54.45,57.06,57.46,
41150.91667,10.5,Normal,51.84,55.55,53.94,55.25,54.75,,37.19,,58.97,56.56,54.85,57.16,57.76,
41150.95833,10.6,Normal,51.94,55.75,54.25,54.45,54.55,,36.89,,58.67,56.25,54.75,57.16,57.66,
41151,10.5,Normal,51.84,55.85,53.94,55.55,55.05,,36.79,,58.87,56.76,54.95,57.36,57.86,
41151,10.5,Normal,51.84,55.85,53.94,55.55,55.05,,36.79,,58.87,56.76,54.95,57.36,57.86,
41151.04167,10.6,Normal,52.04,56.25,54.25,55.65,55.25,,37.09,,59.77,56.86,55.15,57.26,57.86,
41151.08333,10.4,Normal,52.24,56.76,54.15,55.75,55.15,,36.69,,59.27,56.86,55.15,57.36,58.06,
41151.125,10.5,Normal,52.14,56.56,54.15,55.65,55.25,,36.89,,58.36,56.96,55.15,57.46,58.16,
41151.16667,10.4,Normal,51.94,55.95,54.15,54.55,55.45,,37.29,,58.77,56.96,55.25,57.46,58.06,
41151.20833,10.4,Normal,52.04,56.66,54.25,55.75,55.35,,36.99,,58.67,57.06,55.05,57.46,58.06,
41151.25,10.4,Normal,52.04,56.35,54.15,55.55,55.75,,36.89,,59.07,57.16,55.05,57.56,58.26,
41151.29167,10.5,Normal,51.94,56.25,54.05,56.15,55.85,,36.89,,58.57,57.16,55.25,57.56,58.26,
41151.33333,10.4,Normal,52.54,57.06,54.45,56.86,56.35,,37.09,,59.27,57.36,55.35,57.66,58.47,
41151.375,10.6,Normal,52.84,57.96,55.15,56.25,56.86,,37.39,,59.98,57.66,55.75,57.86,58.47,
41151.41667,10.6,Normal,53.34,57.06,55.25,55.25,56.76,,37.39,,59.57,57.76,55.65,57.86,58.57,
41151.45833,10.5,Normal,53.84,57.66,55.45,56.86,57.86,,37.79,,60.88,58.06,56.25,58.06,58.77,
41151.5,10.6,Normal,54.25,58.26,55.95,57.66,58.16,,38.48,,61.89,58.47,56.86,58.36,59.37,
41151.54167,10.7,Normal,54.95,58.87,56.66,59.07,58.77,,38.58,,62.19,58.97,56.25,58.77,59.67,
41151.58333,10.6,Normal,55.15,58.97,57.06,59.17,58.87,,38.88,,62.29,59.07,56.76,58.97,59.67,
41151.625,10.7,Normal,54.55,57.76,56.66,57.16,58.26,,39.27,,61.59,59.17,56.56,59.07,59.87,
41151.66667,10.6,Normal,54.65,57.76,56.76,57.86,58.57,,39.47,,61.59,59.17,56.86,59.27,59.87,
41151.70833,10.7,Normal,54.15,57.66,56.35,57.36,58.67,,39.77,,61.18,59.37,56.96,59.37,60.08,
41151.75,10.6,Normal,53.74,57.86,56.05,56.96,57.76,,39.97,,59.87,58.57,56.35,59.07,59.07,
41151.79167,10.7,Normal,53.94,58.16,56.05,57.36,57.66,,39.87,,59.98,58.47,56.66,59.07,59.57,
41151.83333,10.6,Normal,53.24,57.16,55.65,55.35,56.56,,39.57,,59.77,57.76,55.95,58.87,58.67,
41151.875,10.7,Normal,52.14,55.25,54.85,54.55,55.45,,39.08,,58.36,55.65,55.65,58.47,58.16,
41151.91667,10.5,Normal,52.44,55.25,54.85,56.15,56.25,,38.78,,59.27,56.86,55.65,58.26,58.06,
41151.95833,10.6,Normal,52.64,55.65,54.95,56.45,56.45,,38.48,,58.87,57.16,55.95,58.16,58.06,
41152,10.5,Normal,52.64,54.75,54.65,56.76,56.76,,38.28,,58.67,57.26,55.75,58.16,58.47,
41152.04167,10.6,Normal,52.54,55.65,54.65,57.86,56.86,,38.18,,58.87,57.26,55.75,58.16,58.36,
41152.08333,10.5,Normal,52.44,54.75,54.65,58.77,56.45,,37.98,,58.67,57.26,55.75,58.06,58.47,
41152.125,10.6,Normal,52.74,55.65,54.85,56.56,56.56,,37.79,,58.57,57.26,55.75,58.16,58.26,
41152.16667,10.5,Normal,52.74,54.55,54.65,57.06,56.76,,37.79,,59.07,57.36,55.75,58.16,58.36,
41152.20833,10.5,Normal,52.44,55.15,54.75,56.76,55.95,,37.59,,58.47,56.96,55.55,57.96,57.96,
41152.25,10.5,Normal,52.24,55.05,54.25,58.67,56.45,,37.19,,58.06,56.96,55.45,57.86,58.06,
41152.29167,10.6,Normal,52.24,54.75,54.45,57.46,55.95,,37.09,,58.47,56.76,55.55,57.76,57.76,
41152.33333,10.5,Normal,51.94,54.55,54.45,57.06,56.05,,36.89,,58.36,56.96,55.65,57.76,57.66,
41152.375,10.6,Normal,52.84,55.25,54.95,58.77,56.56,,36.89,,59.47,57.16,55.75,57.76,57.96,
41152.41667,10.6,Normal,53.64,56.25,55.45,58.77,56.96,,37.09,,60.08,57.36,55.75,57.86,58.16,
41152.45833,10.6,Normal,53.84,56.96,55.75,60.38,57.66,,37.29,,60.58,57.86,56.45,58.06,58.77,
41152.5,10.7,Normal,54.35,56.76,56.15,60.68,58.47,,37.69,,61.08,58.26,56.96,58.36,59.17,
41152.54167,10.7,Normal,54.05,56.76,56.25,58.36,58.16,,38.18,,60.08,58.47,56.76,58.57,59.07,
41152.58333,10.7,Normal,53.94,56.56,56.15,58.26,58.26,,38.28,,60.98,58.36,57.16,58.57,58.97,
41152.625,10.6,Normal,53.34,56.05,55.75,56.66,57.36,,38.58,,60.48,57.86,56.25,58.47,58.67,
41152.625,10.6,Normal,53.34,56.05,55.75,56.66,57.36,,38.58,,60.48,57.86,56.25,58.47,58.67,
41152.66667,10.6,Normal,53.74,56.35,55.85,56.25,57.56,,38.68,,60.48,57.86,56.25,58.47,58.57,
41152.70833,10.7,Normal,52.04,55.35,54.25,54.25,55.65,,38.38,,58.67,56.05,55.45,57.96,57.86,
41152.75,10.7,Normal,51.44,54.35,53.34,52.54,54.35,,37.79,,56.25,54.95,54.75,57.46,56.76,
41152.79167,10.7,Normal,51.14,54.65,53.24,56.35,54.25,,37.09,,57.46,53.94,53.74,56.86,56.15,
41152.83333,10.6,Normal,50.94,53.94,52.84,55.25,53.74,,36.69,,56.56,53.94,53.44,56.45,56.05,
41152.875,10.6,Normal,50.34,53.84,52.64,54.95,53.14,,36.4,,55.75,53.44,53.04,56.05,55.55,
41152.91667,10.6,Normal,50.14,53.24,52.14,55.05,52.54,,36,,54.65,52.94,52.64,55.65,54.95,
41152.95833,10.6,Normal,50.04,53.04,52.14,55.75,53.74,,35.8,,55.25,54.25,53.04,55.75,55.85,
41153,10.4,Normal,49.74,53.14,52.14,55.75,53.94,,35.51,,55.65,54.35,53.04,55.75,55.55,
41153.04167,10.5,Normal,49.74,53.14,52.14,55.65,53.84,,35.31,,55.75,54.15,52.74,55.75,55.45,
41153.08333,10.5,Normal,49.84,53.04,51.94,56.45,53.64,,35.01,,55.05,54.15,52.84,55.45,55.45,
41153.125,10.4,Normal,49.34,52.94,51.74,54.15,53.44,,34.61,,56.76,53.84,52.54,55.35,54.75,
41153.16667,10.4,Normal,49.64,53.04,51.64,53.54,53.64,,34.52,,56.96,53.74,52.44,55.25,54.95,
41153.20833,10.4,Normal,49.14,52.64,51.34,53.74,53.14,,34.32,,55.25,53.54,52.34,55.05,54.55,
41153.25,10.5,Normal,48.64,52.34,50.94,52.34,53.24,,34.02,,54.85,53.24,52.14,54.85,54.35,
41153.29167,10.5,Normal,48.74,52.14,50.84,52.34,52.74,,33.72,,55.65,53.24,51.94,54.75,54.45,
41153.33333,10.5,Normal,48.44,52.14,50.84,50.54,52.04,,33.62,,54.65,52.04,51.44,54.65,53.74,
41153.375,10.5,Normal,49.14,52.94,51.54,52.04,52.44,,33.53,,55.15,52.94,52.04,54.35,54.25,
41153.41667,10.6,Normal,49.54,53.14,51.94,52.74,53.04,,33.82,,55.75,53.64,52.34,54.45,54.65,
41153.45833,10.6,Normal,50.54,53.24,52.44,53.74,54.15,,34.12,,56.86,54.15,52.94,54.75,55.15,
41153.5,10.6,Normal,51.14,53.64,52.84,54.15,54.85,,34.52,,57.26,54.65,53.74,55.05,55.45,
41153.54167,10.6,Normal,51.94,53.64,53.44,54.25,55.15,,34.91,,57.56,55.15,54.45,55.45,55.95,
41153.58333,10.7,Normal,51.84,54.05,53.44,54.15,55.65,,35.21,,57.76,55.45,54.45,55.75,56.25,
41153.625,10.7,Normal,51.64,53.84,53.54,54.75,55.65,,35.6,,57.46,55.65,54.65,55.95,56.56,
41153.66667,10.7,Normal,51.64,53.74,53.44,54.35,55.65,,36.1,,56.96,55.75,54.55,56.05,56.56,
41153.70833,10.6,Normal,50.94,53.64,53.04,56.15,55.45,,36.2,,56.56,55.45,54.35,56.15,56.45,
41153.75,10.7,Normal,50.94,53.74,53.04,56.35,54.75,,36.2,,56.05,55.45,54.15,56.05,56.45,
41153.79167,10.6,Normal,50.94,54.05,52.94,57.46,54.65,,36.2,,56.25,55.45,53.64,56.15,56.45,
41153.83333,10.6,Normal,51.24,54.25,53.44,55.75,54.35,,36.5,,55.85,55.35,53.64,56.35,56.66,
41153.875,10.5,Normal,50.84,54.15,53.14,56.76,54.45,,36.4,,55.55,55.45,53.84,56.35,56.56,
41153.91667,10.4,Normal,51.14,54.55,53.44,58.16,54.95,,36.4,,56.96,55.75,54.15,56.56,56.86,
41153.95833,10.5,Normal,51.04,54.75,53.34,58.87,55.05,,36.4,,56.56,55.75,54.35,56.66,56.96,
41154.04167,10.4,Normal,51.14,54.15,53.14,57.86,55.15,,36.5,,56.56,56.25,54.35,56.86,57.36,
41154.08333,10.5,Normal,51.14,54.35,53.34,56.76,55.45,,36.5,,56.76,56.35,54.55,57.06,57.36,
41154.125,10.4,Normal,51.04,54.25,53.44,55.45,55.15,,36.5,,57.16,56.35,54.55,56.96,57.26,
41154.16667,10.5,Normal,51.34,54.25,53.44,58.16,55.25,,36.5,,57.06,56.35,54.65,57.06,57.56,
41154.20833,10.4,Normal,51.44,54.35,53.54,57.66,55.25,,36.5,,58.06,56.45,54.75,57.16,57.76,
41154.25,10.5,Normal,51.24,54.35,53.54,57.46,55.85,,36.89,,57.36,56.56,54.65,57.16,57.56,
41154.29167,10.4,Normal,50.94,54.15,53.44,55.65,56.05,,36.89,,56.96,56.56,54.55,57.26,57.66,
41154.33333,10.5,Normal,52.14,54.95,53.94,55.95,55.85,,36.79,,57.76,56.76,54.75,57.26,57.76,
41154.375,10.4,Normal,52.24,55.45,54.35,55.95,56.15,,36.89,,58.67,56.96,55.25,57.36,57.76,
41154.41667,10.5,Normal,52.34,55.75,54.45,58.06,56.56,,37.09,,59.17,57.06,55.25,57.36,57.86,
41154.45833,10.5,Normal,52.24,55.55,54.15,57.46,56.96,,37.49,,59.07,57.06,55.35,57.36,57.96,
41154.5,10.6,Normal,52.64,56.15,54.45,59.17,57.26,,37.69,,59.47,57.16,55.35,57.46,58.06,
41154.54167,10.6,Normal,53.34,56.15,55.05,59.37,57.46,,38.08,,59.27,57.56,55.65,57.56,58.36,
41154.58333,10.7,Normal,53.64,56.25,55.35,59.37,57.66,,38.28,,59.37,57.76,56.15,57.86,58.77,
41154.625,10.7,Normal,53.94,59.27,55.95,61.49,58.36,,38.58,,60.18,58.26,57.46,58.26,59.17,
41154.66667,10.7,Normal,53.74,62.7,55.75,59.17,58.57,,38.78,,60.28,58.26,57.46,58.36,59.27,
41154.70833,10.6,Normal,53.34,59.27,55.55,55.75,58.16,,39.17,,61.18,58.26,57.76,58.47,59.17,
41154.75,10.7,Normal,53.64,56.96,55.65,54.95,57.66,,39.37,,61.69,57.86,57.76,58.57,59.17,
41154.79167,10.6,Normal,53.94,55.45,55.85,53.44,57.56,,39.47,,62.09,57.96,56.15,58.67,59.17,
41154.83333,10.7,Normal,53.44,55.25,55.65,49.24,57.66,,39.57,,60.78,58.06,56.25,58.67,59.27,
41154.875,10.5,Normal,53.84,55.95,55.85,48.44,57.46,,39.67,,61.59,58.06,56.45,58.67,59.37,
41154.91667,10.5,Normal,53.54,56.25,55.75,49.64,57.46,,39.57,,60.48,58.06,56.25,58.67,59.17,
